,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,diff_srv_rate,srv_diff_host_rate,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,attack,level
7219,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,0.0,0.0,0.0,253,0.01,0.0,0.0,0.0,normal,18
7221,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,0.0,0.08,0.0,7,0.08,0.0,0.0,1.0,neptune,21
7222,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,20,1.0,0.07,0.0,17,0.07,0.0,0.0,0.0,neptune,21
7223,0,tcp,http,SF,342,659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.4,255,0.0,0.0,0.0,0.0,normal,21
7227,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,240,0.0,0.0,0.01,254,0.01,0.01,0.0,0.0,normal,18
7230,0,tcp,http,SF,228,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,33,0.0,0.0,0.15,255,0.0,0.0,0.0,0.0,normal,21
7231,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,4,1.0,0.06,0.0,7,0.08,0.0,0.0,0.0,neptune,21
7233,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,14,1.0,0.06,0.0,13,0.07,0.0,0.0,0.0,neptune,18
7234,0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,9,1.0,0.06,0.0,20,0.07,0.0,0.0,0.0,neptune,19
7235,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0.0,0.08,0.0,7,0.06,0.0,0.0,1.0,neptune,21
7236,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,10,1.0,0.06,0.0,10,0.18,0.03,0.0,0.0,neptune,19
7238,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4,1.0,0.07,0.0,4,0.08,0.0,0.0,0.0,neptune,19
7239,0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.29,0.0,235,0.01,0.0,0.0,0.0,normal,18
7240,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,18,1.0,0.06,0.0,15,0.06,0.0,0.0,0.0,neptune,21
7241,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,19,1.0,0.06,0.0,18,0.09,0.01,0.0,0.0,neptune,18
7244,0,tcp,http,SF,196,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.4,255,0.0,0.01,0.02,0.0,normal,21
7245,0,tcp,http,SF,211,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
7247,0,tcp,http,SF,236,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
7249,0,tcp,http,SF,333,579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
7250,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,7,1.0,0.06,0.0,2,0.08,0.0,0.0,0.0,neptune,19
7251,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,21,1.0,0.05,0.0,13,0.06,0.0,0.0,0.0,neptune,18
7252,0,tcp,ftp_data,SF,567,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,5,0.0,0.0,0.6,39,0.03,0.15,0.0,0.0,normal,21
7254,0,tcp,iso_tsap,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,3,1.0,0.06,0.0,3,0.07,0.0,0.0,0.0,neptune,20
7255,0,tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,2,1.0,0.06,0.0,3,0.07,0.0,0.0,0.0,neptune,20
7258,0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,18,1.0,0.05,0.0,18,0.05,0.0,0.0,0.0,neptune,20
7259,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,19,1.0,0.05,0.0,1,0.08,0.0,0.0,0.0,neptune,18
7260,0,tcp,netbios_ssn,SF,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,1.0,0.0,1,1.0,0.0,0.0,0.0,satan,15
7262,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.0,0.5,0.0,49,0.05,0.01,0.0,0.0,neptune,18
7263,0,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.5,0.0,2,0.54,0.89,0.0,0.0,normal,21
7264,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,135,0.0,0.33,0.19,0.65,normal,21
7265,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,19,1.0,0.06,0.0,28,0.05,0.0,0.0,0.0,neptune,18
7266,0,tcp,sql_net,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.5,1.0,0.0,1.0,portsweep,15
7267,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,15,1.0,0.06,0.0,6,0.07,0.0,0.0,0.0,neptune,21
7268,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,17,1.0,0.06,0.0,18,0.07,0.0,0.0,0.0,neptune,20
7271,0,icmp,urp_i,SF,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,22,0.01,0.09,0.0,0.0,normal,19
7273,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,17,0.0,0.06,0.0,17,0.07,0.0,0.0,1.0,neptune,21
7275,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1.0,0.14,0.0,2,0.09,0.0,0.0,0.0,neptune,18
7276,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,13,1.0,0.07,0.0,13,0.08,0.0,0.0,0.0,neptune,20
7277,0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,4,1.0,0.06,0.0,4,0.07,0.0,0.0,0.0,neptune,20
7279,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4,1.0,0.05,0.0,4,0.05,0.0,0.0,0.0,neptune,21
7280,0,tcp,http,SF,305,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,44,0.0,0.0,0.11,255,0.0,0.01,0.01,0.0,normal,21
7281,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,219,0.0,0.06,0.16,1.0,normal,21
7283,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,1.0,0.25,0.0,64,0.02,0.01,0.0,0.0,neptune,19
7284,0,udp,other,SF,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.66,0.98,0.0,0.0,normal,21
7285,0,tcp,http,SF,326,498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,14,0.0,0.0,0.29,255,0.0,0.0,0.0,0.0,normal,21
7286,0,tcp,gopher,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,0.78,0.37,0.0,2,0.12,0.33,0.0,0.0,portsweep,17
7287,21,tcp,ftp,SF,238,772,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,29,0.04,0.01,0.0,0.0,normal,21
7289,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,14,1.0,0.07,0.0,16,0.07,0.0,0.0,0.0,neptune,21
7290,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,124,0.0,1.0,0.44,0.0,normal,17
7291,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,25,1.0,0.06,0.0,25,0.06,0.0,0.0,0.0,neptune,20
7292,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17,1.0,0.07,0.0,17,0.07,0.0,0.0,0.0,neptune,18
7297,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,18,1.0,0.06,0.0,17,0.07,0.0,0.0,0.0,neptune,19
7301,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0,0.0,1.0,75,0.0,1.0,0.25,0.0,nmap,16
7302,0,tcp,mtp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,7,0.0,0.07,0.0,7,0.08,0.0,0.0,1.0,neptune,20
7303,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,18
7305,0,tcp,http,SF,306,450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,31,0.0,0.0,0.06,255,0.0,0.04,0.02,0.0,normal,21
7307,0,tcp,ssh,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,18,1.0,0.06,0.0,18,0.07,0.0,0.0,0.0,neptune,19
7308,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,0.0,1.0,7,0.0,1.0,0.57,0.0,ipsweep,16
7309,0,tcp,ftp_data,SF,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,110,0.03,0.43,0.0,0.0,normal,20
7310,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,17,1.0,0.06,0.0,4,0.08,0.0,0.0,0.0,neptune,18
7311,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.0,0.0,1.0,22,0.0,1.0,0.5,0.0,ipsweep,16
7313,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,7,1.0,0.06,0.0,14,0.08,0.0,0.0,0.0,neptune,21
7315,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,3,0.0,0.33,0.0,0.0,normal,21
7316,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,12,1.0,0.07,0.0,8,0.06,0.0,0.0,0.0,neptune,21
7318,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,11,1.0,0.07,0.0,11,0.07,0.0,0.0,0.0,neptune,20
7320,0,tcp,telnet,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,22,0.02,0.0,0.0,0.18,normal,7
7322,0,tcp,http,SF,221,1109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,255,0.0,0.01,0.0,0.0,normal,21
7323,0,tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,8,1.0,0.06,0.0,3,0.07,0.0,0.0,0.0,neptune,20
7324,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,2,1.0,0.06,0.0,19,0.08,0.0,0.0,0.0,neptune,21
7325,0,tcp,login,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,17,0.0,0.06,0.0,17,0.07,0.0,0.0,1.0,neptune,20
7327,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,6,1.0,0.07,0.0,6,0.09,0.01,0.0,0.0,neptune,18
7328,0,tcp,http,SF,182,686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,255,0.0,0.04,0.04,0.0,normal,21
7330,0,udp,domain_u,SF,44,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0.0,0.0,0.0,71,0.02,0.01,0.0,0.0,normal,21
7331,0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,1.0,0.14,0.0,2,0.07,0.0,0.0,0.0,neptune,18
7333,0,tcp,http,SF,361,1256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,19,0.0,0.0,0.16,255,0.0,0.02,0.06,0.0,normal,21
7335,0,udp,other,SF,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,3,0.6,0.85,0.0,0.0,normal,21
7336,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,59,0.07,0.1,0.03,0.0,normal,20
7337,0,tcp,http,SF,229,396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,255,0.0,0.5,0.01,0.0,normal,21
7339,0,tcp,remote_job,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,17,0.0,0.05,0.0,16,0.07,0.0,0.0,1.0,neptune,21
7340,0,tcp,http,SF,230,241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0.0,0.0,0.18,255,0.0,0.03,0.05,0.0,normal,21
7341,0,udp,domain_u,SF,45,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,233,0.0,0.0,0.01,254,0.01,0.0,0.0,0.0,normal,18
7342,0,tcp,http,SF,225,352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,165,0.0,0.03,0.03,0.0,normal,21
7343,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,1.0,0.03,1.0,1.0,ipsweep,17
7344,0,tcp,http_443,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,12,1.0,0.05,0.0,12,0.06,0.0,0.0,0.0,neptune,20
7345,0,udp,other,SF,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,0.56,0.9,0.0,0.0,normal,21
7346,0,tcp,http,SF,221,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
7347,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,15,0.0,0.06,0.0,15,0.09,0.0,0.0,1.0,neptune,21
7350,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,16,1.0,0.06,0.0,16,0.07,0.0,0.0,0.0,neptune,21
7351,0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1,0.0,0.07,0.0,1,0.08,0.0,0.0,1.0,neptune,18
7352,0,tcp,telnet,S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,1.0,0.0,1,0.85,0.0,0.0,0.0,normal,3
7353,0,tcp,http,SF,277,987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.0,0.0,255,0.0,0.5,0.06,0.0,normal,18
7354,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,1.0,0.11,0.0,32,0.03,0.03,0.06,0.0,neptune,18
7355,0,udp,domain_u,SF,44,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0.0,0.0,0.0,254,0.01,0.0,0.0,0.0,normal,18
7356,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.0,0.0,1.0,129,0.0,1.0,0.5,0.0,ipsweep,16
7357,0,tcp,ldap,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,18,1.0,0.05,0.0,18,0.06,0.0,0.0,0.0,neptune,20
7358,0,tcp,http,SF,262,360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,0.0,0.0,0.09,255,0.0,0.0,0.0,0.03,normal,21
7359,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,20,1.0,0.06,0.0,2,0.07,0.0,0.0,0.0,neptune,20
7360,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,2,0.0,0.07,0.0,2,0.08,0.0,0.0,1.0,neptune,21
7361,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,7,0.0,0.06,0.0,7,0.08,0.0,0.0,1.0,neptune,21
7362,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,6,1.0,0.06,0.0,6,0.05,0.0,0.0,0.0,neptune,21
7363,0,udp,domain_u,SF,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0.0,0.0,0.0,202,0.01,0.0,0.0,0.0,normal,18
7365,0,tcp,http,SF,361,858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0.0,0.0,0.14,255,0.0,0.01,0.02,0.0,normal,21
7367,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,1.0,0.05,0.0,1,0.06,0.0,0.0,0.0,neptune,20
7369,0,tcp,http,SF,293,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.4,255,0.0,0.0,0.0,0.0,normal,21
7370,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,142,0.0,1.0,1.0,0.0,ipsweep,16
7371,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0.01,1.0,0.0,1,0.51,0.01,0.0,1.0,satan,20
7373,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.0,0.0,255,0.0,0.01,0.03,0.0,normal,18
7375,0,udp,other,SF,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,normal,18
7378,0,tcp,iso_tsap,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,20,0.0,0.06,0.0,20,0.07,0.0,0.0,1.0,neptune,18
7379,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,7,1.0,0.05,0.0,7,0.05,0.0,0.0,0.0,neptune,21
7381,0,udp,other,SF,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,1,0.84,0.98,0.0,0.0,normal,21
7383,0,tcp,remote_job,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,9,0.0,0.06,0.0,9,0.07,0.0,0.0,1.0,neptune,21
7384,0,tcp,ftp_data,SF,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,8,0.21,0.57,0.0,0.0,normal,18
7385,0,tcp,supdup,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,4,1.0,0.06,0.0,4,0.07,0.0,0.0,0.0,neptune,21
7386,0,udp,other,SF,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0.0,0.0,0.0,240,0.0,1.0,0.0,0.0,normal,17
7387,0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.46,0.81,0.0,0.0,normal,21
7388,0,udp,other,SF,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.77,0.98,0.0,0.0,normal,21
7389,0,tcp,login,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,20,0.0,0.07,0.0,20,0.06,0.0,0.0,1.0,neptune,20
7390,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,255,0.0,0.17,0.12,0.78,normal,21
7391,0,tcp,http,SF,255,303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0.0,0.0,0.25,255,0.0,0.01,0.02,0.0,normal,21
7392,0,tcp,http,SF,199,881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,255,0.0,0.01,0.03,0.0,normal,21
7393,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,16,1.0,0.06,0.0,16,0.06,0.0,0.0,0.0,neptune,21
7394,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,17,1.0,0.06,0.0,4,0.09,0.0,0.0,0.0,neptune,18
7395,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,60,0.02,0.01,0.0,1.0,normal,21
7396,0,tcp,http,SF,310,960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,255,0.0,0.08,0.05,0.0,normal,21
7397,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,4,0.0,0.07,0.0,4,0.07,0.0,0.0,1.0,neptune,19
7398,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.16,1.0,0.0,1,1.0,0.0,0.0,1.0,satan,20
7399,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1.0,0.27,0.0,63,0.02,0.0,0.0,0.0,neptune,20
7401,0,tcp,http,SF,167,657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.33,255,0.0,0.2,0.07,0.0,normal,21
7402,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,0.0,0.0,0.12,255,0.0,0.0,0.0,0.0,normal,21
7403,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,65,0.03,0.34,0.0,0.0,normal,20
7404,0,tcp,netbios_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,14,0.0,0.07,0.0,14,0.07,0.0,0.0,1.0,neptune,18
7405,0,tcp,http,SF,223,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,18,0.0,0.0,0.11,255,0.0,0.0,0.0,0.0,normal,21
7408,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,83,0.0,0.05,0.0,140,0.05,1.0,0.0,0.0,satan,18
7410,0,tcp,domain,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,13,0.0,0.06,0.0,13,0.07,0.0,0.0,1.0,neptune,20
7411,6,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,254,0.01,0.01,0.0,0.0,normal,20
7413,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,7,0.0,0.07,0.0,7,0.07,0.0,0.0,1.0,neptune,21
7414,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,11,1.0,0.06,0.0,11,0.07,0.0,0.0,0.0,neptune,19
7416,0,tcp,http,SF,223,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
7417,0,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,0.67,0.95,0.0,0.0,normal,21
7419,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,19,1.0,0.06,0.0,20,0.07,0.0,0.0,0.0,neptune,21
7420,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0.0,0.0,1.0,155,0.0,1.0,0.5,0.0,ipsweep,15
7425,0,tcp,http,SF,240,424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,255,0.0,0.0,0.02,0.0,normal,21
7426,0,tcp,http,SF,206,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,20,0.06,0.0,0.1,255,0.0,0.06,0.05,0.0,normal,21
7427,0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,23,1.0,0.06,0.0,23,0.07,0.0,0.0,0.0,neptune,19
7431,0,tcp,http,SF,220,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0.0,0.0,0.5,255,0.0,0.0,0.0,0.01,normal,21
7432,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,255,0.0,0.04,0.08,0.84,normal,21
7433,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,1.0,0.2,0.0,11,0.09,0.0,0.0,0.0,neptune,21
7434,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,14,1.0,0.06,0.0,11,0.08,0.0,0.0,0.0,neptune,21
7436,0,tcp,http,SF,212,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.4,255,0.0,0.0,0.0,0.0,normal,21
7438,0,udp,domain_u,SF,45,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0.0,0.0,0.0,245,0.01,0.01,0.0,0.0,normal,19
